Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo
mml001;;;Color;Blanco;;;;;119,690.00;89,990.00;7.80;75.00;54.00;46.00;MML001BL;MML001BL;;;;;;;;;;;
mml001;;;Color;Negro;;;;;119,690.00;89,990.00;7.80;75.00;54.00;46.00;MML001NE;MML001NE;;;;;;;;;;;
mml001;;;Color;Chicle;;;;;119,690.00;89,990.00;7.80;75.00;54.00;46.00;MML001RS;MML001RS;;;;;;;;;;;
mma025;MESA DE ARRIME CRUZ;Muebles > Mesa de Arrime, influencer-local > Mesas de arrime, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Azul;;;;;107,890.00;89,990.00;6.62;70.00;50.00;50.00;MMA025AN;MMA025AN;SI;NO;HIERRO Y CHAPA, MESA DE ARRIME, MMA025, MUEBLES;MESA DE ARRIME HIERRO Y CHAPA;MESITA DE ARRIME ALTA DE HIERRO Y CHAPA AZUL NOCHE CON PATAS CRUZ;;SI;;;;
mma025;;;Color;Blanco;;;;;107,890.00;89,990.00;6.62;70.00;50.00;50.00;MMA025BT;MMA025BT;;;;;;;;;;;
mma025;;;Color;Negro;;;;;107,890.00;89,990.00;6.62;70.00;50.00;50.00;MMA025NE;MMA025NE;;;;;;;;;;;
mma025;;;Color;Rosa viejo;;;;;107,890.00;89,990.00;6.62;70.00;50.00;50.00;MMA025RV;MMA025RV;;;;;;;;;;;
mma025;;;Color;Verde;;;;;107,890.00;89,990.00;6.62;70.00;50.00;50.00;MMA025VS;MMA025VS;;;;;;;;;;;
mma024;MESA RATONA NEST 2 SMALL WOOD;Muebles > Mesa Ratona, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Blanco;;;;;117,490.00;99,990.00;4.94;51.00;54.00;54.00;MMA024BP;MMA024BP;SI;NO;HIERRO Y MADERA, MESA DE ARRIME, MESA RATONA, MMA024, MUEBLES;MESA RATONA HIERRO Y MADERA;MESA RATONA MADERA DE ALAMO TEÑIDA SMALL REDONDA BLANCO;;SI;;;;
mma024;;;Color;Negro;;;;;117,490.00;99,990.00;4.94;51.00;54.00;54.00;MMA024NP;MMA024NP;;;;;;;;;;;
mma023;MESA RATONA NEST 2 BIG WOOD;Muebles > Mesa Ratona, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Blanco;;;;;132,590.00;109,990.00;5.90;55.00;63.00;65.00;MMA023BP;MMA023BP;SI;NO;HIERRO Y MADERA, MESA DE ARRIME, MESA RATONA, MMA023, MUEBLES;MESA RATONA HIERRO Y MADERA;MESA RATONA MADERA DE ALAMO TEÑIDA BIG REDONDA BLANCO;;SI;;;;
mma023;;;Color;Negro;;;;;132,590.00;109,990.00;5.90;55.00;63.00;65.00;MMA023NP;MMA023NP;;;;;;;;;;;
mma022;MESA RATONA NEST 2 SMALL METAL;Muebles > Mesa Ratona, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Mostaza;;;;;98,190.00;79,990.00;3.00;51.00;54.00;54.00;MMA022AF;MMA022AF;SI;NO;HIERRO Y CHAPA, MESA DE ARRIME, MESA RATONA, MMA022, MUEBLES;MESA RATONA HIERRO Y CHAPA;MESA RATONA METAL SMALL REDONDA AMARILLO;;SI;;;;
mma022;;;Color;Blanco;;;;;98,190.00;79,990.00;3.00;51.00;54.00;54.00;MMA022BL;MMA022BL;;;;;;;;;;;
mma022;;;Color;Negro;;;;;98,190.00;79,990.00;3.00;51.00;54.00;54.00;MMA022NE;MMA022NE;;;;;;;;;;;
mma021;MESA RATONA NEST 2 BIG METAL;Muebles > Mesa Ratona, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Mostaza;;;;;119,290.00;99,990.00;3.66;55.00;63.00;65.00;MMA021AF;MMA021AF;SI;NO;HIERRO Y CHAPA, MESA DE ARRIME, MESA RATONA, MMA021, MUEBLES;MESA RATONA HIERRO Y CHAPA;MESA RATONA METAL BIG REDONDA AMARILLO;;SI;;;;
mma021;;;Color;Blanco;;;;;119,290.00;99,990.00;3.66;55.00;63.00;65.00;MMA021BL;MMA021BL;;;;;;;;;;;
mma021;;;Color;Negro;;;;;119,290.00;99,990.00;3.66;55.00;63.00;65.00;MMA021NE;MMA021NE;;;;;;;;;;;
mesa-de-arrime-olson-wood;MESA DE ARRIME OLSON WOOD;Muebles > Mesa de Arrime, influencer-local > Mesas de arrime;Color;Blanco;;;;;74,890.00;59,990.00;3.26;65.00;47.00;51.00;MMA020BP;MMA020BP;SI;NO;HIERRO Y MADERA, MESA DE ARRIME, MMA020, MUEBLES;MESA DE ARRIME HIERRO Y MADERA;MESITA DE ARRIME OLSON HIERRO BLANCO Y MADERA TEÑIDA PETIRIBI ;;SI;;;;
mesa-de-arrime-olson-wood;;;Color;Negro;;;;;75,090.00;59,990.00;3.26;65.00;47.00;51.00;MMA020NP;MMA020NP;;;;;;;;;;;
mesa-de-arrime-olson-wood;;;Color;Negro Wengue;;;;;74,890.00;59,990.00;3.26;65.00;47.00;51.00;MMA020NW;MMA020NW;;;;;;;;;;;
mma019;MESA DE ARRIME OLSON TALL;Muebles > Mesa de Arrime, influencer-local > Mesas de arrime, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Mostaza;;;;;90,090.00;69,990.00;3.80;75.00;52.00;47.00;MMA019AF;MMA019AF;SI;NO;HIERRO Y CHAPA, MESA DE ARRIME, MMA019, MUEBLES;MESA DE ARRIME HIERRO Y CHAPA;MESITA DE ARRIME C ALTA HIERRO Y CHAPA AMARILLO;;SI;;;;
mma019;;;Color;Jean;;;;;90,090.00;69,990.00;3.80;75.00;52.00;47.00;MMA019AZ;MMA019AZ;;;;;;;;;;;
mma019;;;Color;Blanco;;;;;90,090.00;69,990.00;3.80;75.00;52.00;47.00;MMA019BL;MMA019BL;;;;;;;;;;;
mma019;;;Color;Gris claro;;;;;90,090.00;69,990.00;3.80;75.00;52.00;47.00;MMA019GC;MMA019GC;;;;;;;;;;;
mma019;;;Color;Gris;;;;;90,090.00;69,990.00;3.80;75.00;52.00;47.00;MMA019GN;MMA019GN;;;;;;;;;;;
mma019;;;Color;Negro;;;;;90,090.00;69,990.00;3.80;75.00;52.00;47.00;MMA019NE;MMA019NE;;;;;;;;;;;
mma019;;;Color;Chicle;;;;;90,090.00;69,990.00;3.80;75.00;52.00;47.00;MMA019RS;MMA019RS;;;;;;;;;;;
mma019;;;Color;Verde musgo;;;;;90,090.00;69,990.00;3.80;75.00;52.00;47.00;MMA019VE;MMA019VE;;;;;;;;;;;
mma017;MESA DE ARRIME HEXA XL;Muebles > Mesa de Arrime, influencer-local > Mesas de arrime;Color;Dorado;;;;;73,590.00;;3.36;59.00;52.00;47.00;MMA017DO;MMA017DO;SI;NO;HIERRO Y CHAPA, MESA DE ARRIME, MMA017, MUEBLES;MESA DE ARRIME HIERRO Y CHAPA;MESA DE ARRIME XL HEXAGONAL DORADO;;SI;;;;
mma017;;;Color;Negro;;;;;73,590.00;;3.36;59.00;52.00;47.00;MMA017NE;MMA017NE;;;;;;;;;;;
mma016;MESA DE ARRIME HEXA MINI;Muebles > Mesa de Arrime, influencer-local > Mesas de arrime;Color;Dorado;;;;;65,190.00;;2.84;54.00;52.00;47.00;MMA016DO;MMA016DO;SI;NO;HIERRO Y CHAPA, MESA DE ARRIME, MMA016, MUEBLES;MESA DE ARRIME HIERRO Y CHAPA;MESA DE ARRIME MINI HEXAGONAL DORADO;;SI;;;;
mma016;;;Color;Negro;;;;;65,190.00;49,990.00;2.84;54.00;52.00;47.00;MMA016NE;MMA016NE;;;;;;;;;;;
mma015;MESA DE ARRIME COCKTAIL;Muebles > Mesa de Arrime, influencer-local > Mesas de arrime;Color;Azul;;;;;68,590.00;49,990.00;1.64;64.00;31.00;30.00;MMA015AZ;MMA015AZ;SI;NO;HIERRO Y CHAPA, MESA DE ARRIME, MMA015, MUEBLES;MESA DE ARRIME HIERRO Y CHAPA;MESA DE ARRIME REDONDA BASE ESTRELLA AZUL;;SI;;;;
mma015;;;Color;Dorado;;;;;62,890.00;49,990.00;1.64;64.00;31.00;30.00;MMA015DO;MMA015DO;;;;;;;;;;;
mma015;;;Color;Negro;;;;;62,890.00;49,990.00;1.64;64.00;31.00;30.00;MMA015NE;MMA015NE;;;;;;;;;;;
mma014;MESA DE ARRIME NEWO;Muebles > Mesa de Arrime, influencer-local > Mesas de arrime;Color;Azul;;;;;77,990.00;59,990.00;3.40;65.00;30.00;64.00;MMA014AZ;MMA014AZ;SI;NO;HIERRO Y CHAPA, MESA DE ARRIME, mma014, MUEBLES;MESA DE ARRIME HIERRO Y CHAPA;MESITA DE ARRIME HIERRO Y CHAPA AZUL;;SI;;;;
mma014;;;Color;Blanco;;;;;77,990.00;59,990.00;3.40;65.00;30.00;64.00;MMA014BL;MMA014BL;;;;;;;;;;;
mma014;;;Color;Negro;;;;;77,990.00;59,990.00;3.40;65.00;30.00;64.00;MMA014NE;MMA014NE;;;;;;;;;;;
mma013;MESA DE ARRIME OLSON;Muebles > Mesa de Arrime, influencer-local > Mesas de arrime, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Mostaza;;;;;82,790.00;64,990.00;3.68;66.00;52.00;47.00;MMA013AF;MMA013AF;SI;NO;HIERRO Y CHAPA, MESA DE ARRIME, MMA013, MUEBLES;MESA DE ARRIME HIERRO Y CHAPA;MESITA DE ARRIME HIERRO Y CHAPA AMARILLO;;SI;;;;
mma013;;;Color;Azul;;;;;82,790.00;64,990.00;3.68;66.00;52.00;47.00;MMA013AZ;MMA013AZ;;;;;;;;;;;
mma013;;;Color;Blanco;;;;;82,790.00;64,990.00;3.68;66.00;52.00;47.00;MMA013BL;MMA013BL;;;;;;;;;;;
mma013;;;Color;Gris claro;;;;;82,790.00;64,990.00;3.68;66.00;52.00;47.00;MMA013GC;MMA013GC;;;;;;;;;;;
mma013;;;Color;Gris;;;;;82,790.00;64,990.00;3.68;66.00;52.00;47.00;MMA013GN;MMA013GN;;;;;;;;;;;
mma013;;;Color;Negro;;;;;82,790.00;64,990.00;3.68;66.00;52.00;47.00;MMA013NE;MMA013NE;;;;;;;;;;;
mma013;;;Color;Chicle;;;;;82,790.00;64,990.00;3.68;66.00;52.00;47.00;MMA013RS;MMA013RS;;;;;;;;;;;
mma013;;;Color;Verde musgo;;;;;82,790.00;64,990.00;3.68;66.00;52.00;47.00;MMA013VE;MMA013VE;;;;;;;;;;;
mma010;MESA DE ARRIME EYRA;Muebles > Mesa de Arrime, influencer-local > Mesas de arrime;Color;Mostaza;;;;;61,990.00;49,990.00;1.68;64.00;30.00;31.00;MMA010AF;MMA010AF;SI;NO;HIERRO Y CHAPA, MESA DE ARRIME, MMA010, MUEBLES;MESA DE ARRIME HIERRO Y CHAPA;MESA DE ARRIME REDONDA HIERRO AMARILLO MAIZAL;;SI;;;;
mma010;;;Color;Blanco;;;;;61,990.00;49,990.00;1.68;64.00;30.00;31.00;MMA010BL;MMA010BL;;;;;;;;;;;
mma010;;;Color;Negro;;;;;61,990.00;49,990.00;1.68;64.00;30.00;31.00;MMA010NE;MMA010NE;;;;;;;;;;;
mma009;MESA RATONA TRAY SMALL;Muebles > Mesa Ratona, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Amarillo;;;;;94,390.00;79,990.00;5.26;59.00;51.00;48.00;MMA009AF;MMA009AF;SI;NO;HIERRO Y CHAPA, MESA DE ARRIME, MESA RATONA, MMA009, MUEBLES;MESA RATONA HIERRO Y CHAPA;MESA RATONA BIG AMARILLO MAIZAL;;SI;;;;
mma009;;;Color;Azul;;;;;94,390.00;79,990.00;5.26;59.00;51.00;48.00;MMA009AZ;MMA009AZ;;;;;;;;;;;
mma009;;;Color;Blanco;;;;;94,390.00;79,990.00;5.26;59.00;51.00;48.00;MMA009BL;MMA009BL;;;;;;;;;;;
mma009;;;Color;Gris;;;;;94,390.00;79,990.00;5.26;59.00;51.00;48.00;MMA009GN;MMA009GN;;;;;;;;;;;
mma009;;;Color;Negro;;;;;94,390.00;79,990.00;5.26;59.00;51.00;48.00;MMA009NE;MMA009NE;;;;;;;;;;;
mma009;;;Color;Chicle;;;;;94,390.00;79,990.00;5.26;59.00;51.00;48.00;MMA009RS;MMA009RS;;;;;;;;;;;
mma009;;;Color;Verde musgo;;;;;94,390.00;79,990.00;5.26;59.00;51.00;48.00;MMA009VE;MMA009VE;;;;;;;;;;;
mma008;MESA RATONA TRAY BIG;Muebles > Mesa Ratona, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Amarillo;;;;;110,590.00;89,990.00;7.58;55.00;66.00;62.00;MMA008AF;MMA008AF;SI;NO;HIERRO Y CHAPA, MESA DE ARRIME, MESA RATONA, MMA008, MUEBLES;MESA RATONA HIERRO Y CHAPA;MESA RATONA BIG AMARILLO MAIZAL;;SI;;;;
mma008;;;Color;Azul;;;;;110,590.00;89,990.00;7.58;55.00;66.00;62.00;MMA008AZ;MMA008AZ;;;;;;;;;;;
mma008;;;Color;Blanco;;;;;110,590.00;89,990.00;7.58;55.00;66.00;62.00;MMA008BL;MMA008BL;;;;;;;;;;;
mma008;;;Color;Gris;;;;;110,590.00;89,990.00;7.58;55.00;66.00;62.00;MMA008GN;MMA008GN;;;;;;;;;;;
mma008;;;Color;Negro;;;;;110,590.00;89,990.00;7.58;55.00;66.00;62.00;MMA008NE;MMA008NE;;;;;;;;;;;
mma008;;;Color;Chicle;;;;;110,590.00;89,990.00;7.58;55.00;66.00;62.00;MMA008RS;MMA008RS;;;;;;;;;;;
mma008;;;Color;Verde musgo;;;;;110,590.00;89,990.00;7.58;55.00;66.00;62.00;MMA008VE;MMA008VE;;;;;;;;;;;
mesa-ratona-nest-2-small;MESA RATONA NEST 2 SMALL;Muebles > Mesa Ratona, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Dorado;;;;;115,190.00;89,990.00;4.24;50.00;66.00;52.00;MMA007DO;MMA007DO;SI;NO;HIERRO Y ESPEJO, MESA DE ARRIME, MESA RATONA, MMA007, MUEBLES;MESA RATONA HIERRO Y ESPEJO;MESA RATONA SMALL REDONDA DORADO;;SI;;;;
mesa-ratona-nest-2-small;;;Color;Negro;;;;;115,190.00;89,990.00;4.24;50.00;66.00;52.00;MMA007NE;MMA007NE;;;;;;;;;;;
mma006;MESA RATONA NEST 2 BIG;Muebles > Mesa Ratona, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Dorado;;;;;130,290.00;99,990.00;5.80;55.00;66.00;63.00;MMA006DO;MMA006DO;SI;NO;HIERRO Y ESPEJO, MESA DE ARRIME, MESA RATONA, MMA006, MUEBLES;MESA RATONA HIERRO Y ESPEJO;MESA RATONA BIG REDONDA DORADO;;SI;;;;
mma006;;;Color;Negro;;;;;130,290.00;99,990.00;5.80;55.00;66.00;63.00;MMA006NE;MMA006NE;;;;;;;;;;;
mesa-ratona-nest-1-small;MESA RATONA NEST 1 SMALL;Muebles > Mesa Ratona, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Dorado;;;;;81,990.00;69,990.00;5.18;51.00;65.00;52.00;MMA004DO;MMA004DO;SI;NO;HIERRO Y ESPEJO, MESA DE ARRIME, MESA RATONA, MMA004, MUEBLES;MESA RATONA HIERRO Y ESPEJO;MESA RATONA SMALL CUADRADA DORADO;;SI;;;;
mesa-ratona-nest-1-small;;;Color;Negro;;;;;81,990.00;69,990.00;5.18;51.00;65.00;52.00;MMA004NE;MMA004NE;;;;;;;;;;;
mma001;MESA DE ARRIME OLAF;Muebles > Mesa de Arrime, influencer-local > Mesas de arrime;Color;Blanco;;;;;82,590.00;59,990.00;5.70;65.00;30.00;64.00;MMA001BL;MMA001BL;SI;NO;HIERRO Y CHAPA, MESA DE ARRIME, MMA001, MUEBLES;MESA DE ARRIME HIERRO Y CHAPA;MESITA DE ARRIME HIERRO BLANCA;;SI;;;;
mma001;;;Color;Gris Clarito;;;;;82,590.00;59,990.00;5.70;65.00;30.00;64.00;MMA001GC;MMA001GC;;;;;;;;;;;
mma001;;;Color;Gris Hierro;;;;;82,590.00;59,990.00;5.70;65.00;30.00;64.00;MMA001GH;MMA001GH;;;;;;;;;;;
mma001;;;Color;Gris Denm;;;;;82,590.00;59,990.00;5.70;65.00;30.00;64.00;MMA001GN;MMA001GN;;;;;;;;;;;
mma001;;;Color;Negro;;;;;82,590.00;59,990.00;5.70;65.00;30.00;64.00;MMA001NE;MMA001NE;;;;;;;;;;;
mes007;ESTANTERIA JAGGER;Muebles > Estanteria, Oportunidad;Color;Petribi;;;;;182,590.00;129,990.00;12.52;134.00;30.00;85.00;MES007PE;MES007PE;SI;NO;ESTANTERIA, MADERA, MES007, MUEBLES;ESTANTERIA MADERA;ESTANTE DE PARED CUADRUPLE DE MADERA TINTE PETIRIBI;;SI;;;;
mes006;ESTANTE HAMPTON MINI TRIPLE;Muebles > Estantes, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Blanco;;;;;111,990.00;99,990.00;7.54;71.00;76.00;32.00;MES006BP;MES006BP;SI;NO;ESTANTE, ESTANTERIA, HIERRO Y MADERA, MES006, MUEBLES;ESTANTE HIERRO Y MADERA;ESTANTE DE PARED TRIPLE MINI DE MADERA DE ALAMO TEÑIDA Y HIERRO BLANCO;;SI;;;;
mes006;;;Color;Gris;;;;;111,990.00;99,990.00;7.54;71.00;76.00;32.00;MES006GP;MES006GP;;;;;;;;;;;
mes006;;;Color;Negro;;;;;111,990.00;99,990.00;7.54;71.00;76.00;32.00;MES006NP;MES006NP;;;;;;;;;;;
estante-hampton-mini-doble;ESTANTE HAMPTON MINI DOBLE;Muebles > Estantes, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Blanco;;;;;78,390.00;69,990.00;4.92;37.00;76.00;32.00;MES005BP;MES005BP;SI;NO;ESTANTE, ESTANTERIA, HIERRO Y MADERA, MES005, MUEBLES;ESTANTE HIERRO Y MADERA;ESTANTE DE PARED DOBLE MINI DE MADERA DE ALAMO TEÑIDA Y HIERRO BLANCO;;SI;;;;
estante-hampton-mini-doble;;;Color;Gris;;;;;78,390.00;69,990.00;4.92;37.00;76.00;32.00;MES005GP;MES005GP;;;;;;;;;;;
estante-hampton-mini-doble;;;Color;Negro;;;;;78,390.00;69,990.00;4.92;37.00;76.00;32.00;MES005NP;MES005NP;;;;;;;;;;;
mes004;ESTANTE HAMPTON TRIPLE;Muebles > Estantes;Color;Blanco;;;;;118,590.00;89,990.00;8.00;32.00;72.00;86.00;MES004BP;MES004BP;SI;NO;ESTANTE, ESTANTERIA, HIERRO Y MADERA, MES004, MUEBLES;ESTANTE HIERRO Y MADERA;ESTANTE DE PARED TRIPLE DE MADERA TEÑIDA Y HIERRO BLANCO;;SI;;;;
mes004;;;Color;Gris;;;;;118,590.00;89,990.00;8.00;32.00;72.00;86.00;MES004GP;MES004GP;;;;;;;;;;;
mes004;;;Color;Negro;;;;;118,590.00;89,990.00;8.00;32.00;72.00;86.00;MES004NP;MES004NP;;;;;;;;;;;
mes003;ESTANTE HAMPTON DOBLE;Muebles > Estantes;Color;Blanco;;;;;83,690.00;79,990.00;6.00;32.00;37.00;86.00;MES003BP;MES003BP;SI;NO;ESTANTE, ESTANTERIA, HIERRO Y MADERA, MES003, MUEBLES;ESTANTE HIERRO Y MADERA;ESTANTE DE PARED DOBLE DE MADERA TEÑIDA Y HIERRO BLANCO;;SI;;;;
mes003;;;Color;Gris;;;;;83,690.00;79,990.00;6.00;32.00;37.00;86.00;MES003GP;MES003GP;;;;;;;;;;;
mes003;;;Color;Negro;;;;;83,690.00;79,990.00;6.00;32.00;37.00;86.00;MES003NP;MES003NP;;;;;;;;;;;
mec006;ESCRITORIO MADISON;Muebles > Escritorio, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Tiza;;;;;336,290.00;289,990.00;18.20;78.00;120.00;60.00;MEC006BT;MEC006BT;SI;NO;ESCRITORIO, HIERRO Y MADERA, MEC006, MUEBLES;ESCRITORIO HIERRO Y MADERA;ESCRITORIO MADERA LAQUEADA Y HIERRO MONOCROMO-AZUL OSCURO;;SI;;;;
mec006;;;Color;Negro;;;;;337,990.00;289,990.00;18.20;78.00;120.00;60.00;MEC006NE;MEC006NE;;;;;;;;;;;
mec006;;;Color;Rosa;;;;;336,290.00;289,990.00;18.20;78.00;120.00;60.00;MEC006RV;MEC006RV;;;;;;;;;;;
mec006;;;Color;Verde oscuro;;;;;336,990.00;289,990.00;18.20;78.00;120.00;60.00;MEC006VO;MEC006VO;;;;;;;;;;;
mec006;;;Color;Azul;;;;;336,990.00;289,990.00;18.20;78.00;120.00;60.00;MEC006AO;MEC006AO;;;;;;;;;;;
mec003;ESCRITORIO CRUZ;Muebles > Escritorio;Color;Negro;;;;;367,290.00;;32.86;65.00;83.00;155.00;MEC003NP;MEC003NP;SI;NO;ESCRITORIO, HIERRO Y MADERA, MEC003, MUEBLES;ESCRITORIO HIERRO Y MADERA;ESCRITORIO GRANDE CON DOS CAJONES MADERA PATAS COLOR NEGRO EN CRUZ;;SI;;;;
mec003;;;Color;Gris;;;;;367,290.00;;32.86;65.00;83.00;155.00;MEC003GP;MEC003GP;;;;;;;;;;;
escritorio-hampton-mini;ESCRITORIO HAMPTON MINI;Muebles > Escritorio;Color;Blanco;;;;;240,390.00;189,990.00;13.64;80.00;90.00;50.00;MEC002BP;MEC002BP;SI;NO;ESCRITORIO, HIERRO Y MADERA, MEC002, MUEBLES;ESCRITORIO HIERRO Y MADERA;ESCRITORIO HAMPTON MINI CON DOS CAJONES DE MADERA DE ALAMO TEÑIDA Y HIERRO BLANCO;;SI;;;;
escritorio-hampton-mini;;;Color;Gris;;;;;240,390.00;189,990.00;13.64;80.00;90.00;50.00;MEC002GP;MEC002GP;;;;;;;;;;;
escritorio-hampton-mini;;;Color;Negro;;;;;240,390.00;189,990.00;13.64;80.00;90.00;50.00;MEC002NP;MEC002NP;;;;;;;;;;;
mec001;ESCRITORIO HAMPTON XL;Muebles > Escritorio, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Blanco;;;;;287,290.00;229,990.00;18.20;78.00;120.00;60.00;MEC001BP;MEC001BP;SI;NO;ESCRITORIO, HIERRO Y MADERA, MEC001, MUEBLES;ESCRITORIO HIERRO Y MADERA;ESCRITORIO CON DOS CAJONES DE MADERA Y HIERRO BLANCO;;SI;;;;
mec001;;;Color;Gris;;;;;287,290.00;229,990.00;18.20;78.00;120.00;60.00;MEC001GP;MEC001GP;;;;;;;;;;;
mec001;;;Color;Negro;;;;;287,290.00;229,990.00;18.20;78.00;120.00;60.00;MEC001NP;MEC001NP;;;;;;;;;;;
rack-tv-lennon;RACK TV LENNON;Muebles > Bares y Consolas, Navidad > Mesas\, bares y consolas > Bares / consolas;Color;Gris;;;;;328,390.00;229,990.00;31.14;82.00;166.00;46.00;MCO004GP;MCO004GP;SI;NO;CONSOLA, HIERRO Y MADERA, MCO004, MUEBLES;CONSOLA HIERRO Y MADERA;CONSOLA TV DE MADERA CON BASE DE HIERRO GRIS;;SI;;;;
rack-tv-lennon;;;Color;Negro;;;;;328,390.00;229,990.00;31.14;82.00;166.00;46.00;MCO004NP;MCO004NP;;;;;;;;;;;
mco003;CONSOLA EINAR WOOD;Muebles > Bares y Consolas, Navidad > Mesas\, bares y consolas > Bares / consolas;Color;Blanco;;;;;143,190.00;119,990.00;8.04;86.00;125.00;36.00;MCO003BP;MCO003BP;SI;NO;CONSOLA, HIERRO Y MADERA, MCO003, MUEBLES;CONSOLA HIERRO Y MADERA;CONSOLA RECTANGULAR CON UN ESTANTE DE MADERA BLANCO;;SI;;;;
mco003;;;Color;Negro;;;;;143,190.00;119,990.00;8.04;86.00;125.00;36.00;MCO003NP;MCO003NP;;;;;;;;;;;
mco002;CONSOLA ESBEN;Muebles > Bares y Consolas, Navidad > Mesas\, bares y consolas > Bares / consolas;Color;Blanco;;;;;169,590.00;139,990.00;14.88;96.00;124.00;36.00;MCO002BL;MCO002BL;SI;NO;CONSOLA, HIERRO Y CHAPA, MCO002, MUEBLES;CONSOLA HIERRO Y CHAPA;CONSOLA RECTANGULAR CON DOS ESTANTES BLANCO;;SI;;;;
mco002;;;Color;Gris;;;;;169,590.00;139,990.00;14.88;96.00;124.00;36.00;MCO002GC;MCO002GC;;;;;;;;;;;
mco002;;;Color;Negro;;;;;169,590.00;139,990.00;14.88;96.00;124.00;36.00;MCO002NE;MCO002NE;;;;;;;;;;;
mco001;CONSOLA EINAR;Muebles > Bares y Consolas, Navidad > Mesas\, bares y consolas > Bares / consolas;Color;Blanco;;;;;137,790.00;119,990.00;8.68;96.00;147.00;49.00;MCO001BL;MCO001BL;SI;NO;CONSOLA, HIERRO Y CHAPA, MCO001, MUEBLES;CONSOLA HIERRO Y CHAPA;CONSOLA RECTANGULAR CON UN ESTANTE BLANCO;;SI;;;;
mco001;;;Color;Gris;;;;;137,790.00;119,990.00;8.68;96.00;147.00;49.00;MCO001GC;MCO001GC;;;;;;;;;;;
mco001;;;Color;Negro;;;;;137,790.00;119,990.00;8.68;96.00;147.00;49.00;MCO001NE;MCO001NE;;;;;;;;;;;
bar-wood;BAR WOOD;Muebles > Bares y Consolas, Navidad > Mesas\, bares y consolas > Bares / consolas, BlackWeek > Muebles, THE CHRISTMAS SALE > Muebles;Color;Negro;;;;;229,290.00;199,990.00;8.00;80.00;90.00;40.00;MBR002NP;MBR002NP;SI;NO;"BAR, HIERRO;CHAPA;MADERA, MBR002, MUEBLES";"BAR HIERRO;CHAPA;MADERA";BAR CON UN ESTANTE MADERA DE ALAMO TEÑIDA Y UN ESTANTE CHAPA NEGRO;;SI;;;;
mbr001;BAR SPLIT;Muebles > Bares y Consolas, Navidad > Mesas\, bares y consolas > Bares / consolas;Color;Dorado;;;;;221,390.00;;16.02;100.00;97.00;45.00;MBR001DO;MBR001DO;SI;NO;"BAR, HIERRO;CHAPA;ESPEJO, MBR001, MUEBLES";"BAR HIERRO;CHAPA;ESPEJO";BAR CON UN ESTANTE ESPEJO Y UN ESTANTE CHAPA DORADO;;SI;;;;
mbr001;;;Color;Negro;;;;;221,390.00;;16.02;100.00;97.00;45.00;MBR001NE;MBR001NE;;;;;;;;;;;
banco-mick;BANCO MICK;Muebles > Banco;Color;Petribi;;;;;113,890.00;;7.00;50.00;125.00;33.00;MBO003PE;MBO003PE;SI;NO;BANCO, MADERA, MBO003, MUEBLES;BANQUETA MADERA;BANQUETA MADERA DE ALAMO TEÑIDO TERMINACION LACA ;;SI;;;;
mbo002;BANCO JAGGER ALTO;Muebles > Banco, influencer-local > Bancos, Oportunidad;Color;Azul;;;;;68,490.00;59,990.00;2.50;65.00;63.00;33.00;MBO002AZ;MBO002AZ;SI;NO;BANCO, MADERA, MBO002, MUEBLES;BANCO MADERA;BANCO ALTO DE MADERA DE ALAMO LAQUEADO AZUL;;SI;;;;
mbo002;;;Color;Negro;;;;;68,490.00;59,990.00;2.50;65.00;63.00;33.00;MBO002NE;MBO002NE;;;;;;;;;;;
mbo002;;;Color;Petribi;;;;;90,590.00;;2.50;65.00;63.00;33.00;MBO002PE;MBO002PE;;;;;;;;;;;
mbo002;;;Color;Rose;;;;;68,390.00;59,990.00;2.50;65.00;63.00;33.00;MBO002RS;MBO002RS;;;;;;;;;;;
